PERMNO,date,PRC
14702,20070927,20.70000
14702,20070928,20.70000
14702,20071001,21.33000
14702,20071002,21.62250
14702,20071003,20.81000
14702,20071004,20.65000
14702,20071005,21.13000
14702,20071008,20.91000
14702,20071009,20.66000
14702,20071010,20.19000
14702,20071011,20.12000
14702,20071012,21.04000
14702,20071015,20.78000
14702,20071016,20.85000
14702,20071017,21.62000
14702,20071018,20.87000
14702,20071019,20.10000
14702,20071022,20.46000
14702,20071023,20.52000
14702,20071024,20.12000
14702,20071025,19.36000
14702,20071026,18.86000
14702,20071029,18.97000
14702,20071030,19.17000
14702,20071031,19.42000
14702,20071101,18.78000
14702,20071102,18.87000
14702,20071105,18.50000
14702,20071106,18.39000
14702,20071107,17.90990
14702,20071108,17.91000
14702,20071109,18.71000
14702,20071112,18.31000
14702,20071113,18.61000
14702,20071114,18.81000
14702,20071115,18.87000
14702,20071116,18.55000
14702,20071119,18.30000
14702,20071120,18.20000
14702,20071121,18.00000
14702,20071123,18.33000
14702,20071126,17.82000
14702,20071127,18.17000
14702,20071128,18.78000
14702,20071129,18.72000
14702,20071130,18.83000
14702,20071203,18.20000
14702,20071204,18.09000
14702,20071205,18.73000
14702,20071206,18.66000
14702,20071207,18.29000
14702,20071210,18.64000
14702,20071211,18.10990
14702,20071212,18.38000
14702,20071213,18.07000
14702,20071214,17.77000
14702,20071217,17.57000
14702,20071218,17.71000
14702,20071219,17.59000
14702,20071220,17.97000
14702,20071221,17.94000
14702,20071224,18.15000
14702,20071226,18.19000
14702,20071227,17.76000
14702,20071228,17.87000
14702,20071231,17.76000
14702,20080102,17.41000
14702,20080103,17.10000
14702,20080104,16.77000
14702,20080107,16.73000
14702,20080108,16.33000
14702,20080109,16.64000
14702,20080110,16.40000
14702,20080111,16.40000
14702,20080114,16.84000
14702,20080115,16.95000
14702,20080116,17.42000
14702,20080117,17.53000
14702,20080118,18.02000
14702,20080122,17.99000
14702,20080123,18.10000
14702,20080124,17.96000
14702,20080125,17.42000
14702,20080128,17.95000
14702,20080129,17.68000
14702,20080130,17.92000
14702,20080131,17.92000
14702,20080201,18.88000
14702,20080204,18.48000
14702,20080205,18.10000
14702,20080206,17.48000
14702,20080207,17.65000
14702,20080208,17.93000
14702,20080211,18.49000
14702,20080212,18.07000
14702,20080213,19.91000
14702,20080214,19.19000
14702,20080215,19.04000
14702,20080219,18.48000
14702,20080220,19.44000
14702,20080221,19.28000
14702,20080222,19.68000
14702,20080225,19.65000
14702,20080226,19.85000
14702,20080227,20.10000
14702,20080228,19.83000
14702,20080229,19.17000
14702,20080303,18.88000
14702,20080304,20.32000
14702,20080305,20.50000
14702,20080306,20.13000
14702,20080307,20.09000
14702,20080310,20.32000
14702,20080311,20.94000
14702,20080312,20.98000
14702,20080313,21.06000
14702,20080314,20.58000
14702,20080317,20.67000
14702,20080318,21.53000
14702,20080319,20.67000
14702,20080320,21.10000
14702,20080324,20.91000
14702,20080325,20.66000
14702,20080326,20.33000
14702,20080327,19.98000
14702,20080328,19.52000
14702,20080331,19.51000
14702,20080401,20.10000
14702,20080402,20.59000
14702,20080403,20.85000
14702,20080404,20.89000
14702,20080407,20.19000
14702,20080408,19.50000
14702,20080409,19.68000
14702,20080410,20.18000
14702,20080411,19.11000
14702,20080414,18.89000
14702,20080415,18.76000
14702,20080416,19.34000
14702,20080417,19.17000
14702,20080418,19.13000
